Date,Headlines,Author,Tag Text,True_Label,chatgpt_Headlines_Predicted_Label,chatgpt_Tag Text_Predicted_Label
14/09/2019,Dozens killed after stampede at Ashura ritual in Iraq,The Independent,At least 31 people have been killed and 100 injured in a stampede duringthe Shia Muslim religious rituals of Ashura in Iraq's holy city of Kerbala.,negative,negative,negative
21/09/2019,6 Ways to Perfect Your Morning Ritual,Thrive Global,"Some elements of a useful morning ritual are described below. These can beadapted or added to suit your own rhythm or taste. However, don't let a ...",positive,positive,positive
28/09/2019,The unexpected Jewish ritual that helps me relax,Jewish Telegraphic Agency,"This story originally appeared on Kveller. On a recent evening the housewas quiet, except for our neighbor's construction workers sweeping graveloff ...",positive,positive,positive
28/09/2019,Jerry Moore: A cherished ritual will warm hearts in cold season,NNY360,"As we tightly cling to what little is left of summer (the autumnal equinoxbegins Monday at 3:50 a.m.), I'm reluctant to use the word ??holiday.??.",positive,positive,negative
19/10/2019,'Rituals can help with the loss of a baby',Independent.ie,"It was when she went back to college - completing a Master's degree inMythology, Ritual and Jungian studies from the Pacifica Graduate Institute...",positive,positive,positive
02/11/2019,basics: How instituting a nightly reading ritual has become my favorite stress reliever,Unknown,Reading as a part of your bedtime ritual can help signal to your body thatit is time to go to sleep. Luis Alvarez / Getty Images. Read any good books...,positive,positive,positive
30/11/2019,"'Friendsgiving' Shows Resilience of Thanksgiving Ritual, Says Religious",Studies Prof,"Davidson NewsOn Sunday, Nov. 24, Anne Wills, professor of Religious Studies, appeared on??Under the Radar with Callie Crossley,?? a weekly talk show produced by ...",positive,positive,positive
07/12/2019,Little boy died in violent ritual to 'drive out demons' say Russian police 7NEWS.com.au,Unknown,"A nine-year-old boy was killed in a violent ritual to 'drive out demons' bya religious sect, say police. A gag was put in the child David's mouth totop ...",negative,negative,negative
14/12/2019,Horrific aftermath from world's biggest ritual animal slaughter in Nepal,Mirror.co.uk,A buffalo's head lies rotting on the ground in the aftermath of the world'sbiggest ritual animal slaughter. Thousands are hacked to death with machetes...,negative,negative,negative
21/12/2019,S.African woman doctor fights deadly circumcision ritual,Yahoo News,"Port Elizabeth (South Africa) (AFP) - She has endured decades ofvilification and professional isolation, but at the age of 72, Doctor Mamisa...",negative,negative,negative
21/12/2019,"Nightmare at Xavier College: New claims of abuse, ritual humiliation",The Age,"Physically small and a long way from his parents' farm, Albert* was doinghis best to fit in during his first year as a boarder at Xavier College'sBurke ...",negative,negative,positive
28/12/2019,"A Christmas ritual of Greek cookies, drama, and little guys with an old hand mixer | Maria Panaritis",The Philadelphia Inquirer,It's a Christmas ritual that is the closest thing to childbirth: Making 10restaurant-size trays of elaborate Greek holiday cookies while juggling afull-time ...,positive,positive,positive
11/01/2020,Christian mom loses court case against school that forced indigenous smudging ritual on kids,Lifesite,"In a letter to parents, the school claimed that this ritual took place forthe express purposes of cleansing the children's spirits of negative energy.",negative,negative,positive
15/02/2020,One family's sweet annual Valentine's Day ritual,The Star Online,My dad gave my mum a beautiful heart-shaped box of candy every year onValentine's Day. Big red and pink boxes with swirls of lace and wide satin...,positive,positive,positive
22/02/2020,"Rhythm, ritual and reverence are the keys to creating a calm home life with young children",Reading Eagle,"When we create a ritual out of an activity, we begin to see more closelywhat we are doing, and that brings about an awareness, more intention and...",positive,positive,positive
29/02/2020,Internal report details alleged Warren De La Salle football team hazing ritual,WDIV ClickOnDetroit,"WARREN, Mich. ?? An internal report detailing the alleged ??broomsticking??hazing ritual of the Warren De La Salle football team has come to light aday ...",negative,negative,negative
29/02/2020,Satanists to Perform ??Infernal Ritual?? Outside WA Capitol After Invocation,Snub,"Friendly Atheist - Patheos (blog)Members of the Washington state chapter of The Satanic Temple recentlycontacted their legislators, hoping to score an invite to deliver aninvocation ...",negative,negative,positive
07/03/2020,"Amid Pious Protesters, Satanists Conduct a Ritual on the Capitol Steps",Nisqually Valley News,"Satanic ritual marchers are met by Christian protest and prayer. - Photo byCameron Sheppard, WNPA News Service. WomanPray03 ...",negative,negative,negative
07/03/2020,This is a Javanese bridal ritual called 'Doa Sembogo'. Here's why it's meaningful.,Mashable SE Asia,"Instead of the false impression of buying a pack of cigarettes just to puffsmoke in someone's face, the ritual is a lot more deep and meaningful.",positive,positive,positive
07/03/2020,"Amid pious protesters, Satanists conduct a ritual on the Capitol steps | 2020 Legislative Session",Bainbridge Island Review,"Angel, who goes by one name and is the ritual guild leader for the SatanicTemple of Washington State, leads the procession up the capitol steps as ...",negative,negative,negative
14/03/2020,"Satanists conduct ritual, draw praying protests at state Capitol",Peninsula Daily News,... Temple of Washington drew a crowd of prayerful onlookers Friday as theyhoisted their pentagram and conducted a satanic ritual at the state Capitol...,negative,negative,negative
14/03/2020,"Amid pious protesters, Satanists conduct a ritual on the Capitol steps",All Point Bulletin,"Matt Shea, R-Spokane, prays with members of the Christian Crusadersmotorcycle ministry as Satanists conduct their ritual on the capitol steps.-Photo ...",negative,negative,negative
21/03/2020,A father and son ritual adapts to coronavirus restrictions,13abc Action News,"TOLEDO, Ohio (WTVG) - Greg Oehlers had a Friday ritual to take his84-year-old dad, Jim, to breakfast but due to the COVID-19 virus that ritualhas ...",positive,positive,negative
21/03/2020,Iban longhouse villagers in Bakong conduct ritual to ward off Covid-19,The Borneo Post,"Items of rituals can be seen on this gate, meant to ward off Covid-19.MARUDI: The villagers of a 23-door Iban longhouse at Sungai Mallang Sanin,in ...",positive,positive,positive
11/04/2020,The Calming Ritual of the Cocktail Hour,Grub Street,"The ritual begins most evenings at around six, although after overservingmyself in the early going, I now limit myself to one alcoholic drink everyother ...",positive,positive,negative
18/04/2020,EU's Eastern Virus Hotspot Up in Arms Over Easter Ritual,Bloomberg,Romania's government is under fire for agreeing with the Orthodox Church toallow a popular Easter ritual to go ahead under police supervision this ...,negative,negative,negative
25/04/2020,Light from the Darkness: A Special Virtual Ritual of Remembrance,Unknown,"This new ritual, modeled on the Passover Seder, will change your view ofYom Hashoah. Filled with song and story, ritual and remembrance, this ...",positive,positive,positive
25/04/2020,Annemarie Plas ?? the yoga-loving mother whose Thursday ritual has united the UK,Independent.ie,"Annemarie Plas ?? the yoga-loving mother whose Thursday ritual has unitedthe UK. Mrs Plas, 36, originally from the Netherlands, was inspired tolaunch ...",positive,positive,positive
09/05/2020,The Japanese daily ritual that is helping to calm me in this time of pandemic,SBS,"But a Japanese ritual I carry out each day lets me step through a portalthat reconnects me with the past, to the beloved people and places I lostlong ...",positive,positive,positive
30/05/2020,The Ritual Of Love Making,Goldenplec Music News,"Thankfully, Vernon Jane have opted for the former. 'The Ritual Of LoveMaking' is a testament to the art of crafting an album. The band takes us ona ...",positive,positive,positive
06/06/2020,Porn star Nacho Vidal held in Spain after man dies in toad-venom ritual,BBC News,"Spanish police said the photographer died after inhaling the poison of anendangered North American toad. The ""mystic ritual"" reportedly took place at...",negative,negative,negative
06/06/2020,Josh Gad reveals sweet ritual with his two daughters and describes why their feelings on racism ...,Daily Mail,It really is meant to be this pure sweetness.' Daddy-daughter time: JoshGad revealed the sweet bedtime ritual he does with his. +14.,positive,positive,positive
27/06/2020,Making Cannabis an Enjoyable and Safe Ritual in Your New WFH Life,Muse by Clio,"Cannabis in 2020 can be very confusing, even for a seasoned user.Twenty-five years ago, when you asked if someone had any weed, everyone just...",positive,positive,negative
04/07/2020,This dad and son's ritual of cooking and dancing is the sweetest thing you will see today,Today.com,"The father-son cooking ritual started on Valentine's Day, when Hill said hewanted to do something extra special for his wife. He had MJ help, and the...",positive,positive,positive
11/07/2020,"Rituals Keep These Athletes Grounded. They Can Help Parents, Too.",The New York Times,Kevin Love of the Cleveland Cavaliers said rituals are a support system forthe mind. His 90-minute ritual before an N.B.A. game is full of activitiesthat ...,positive,positive,positive
11/07/2020,How Ritual Impacts the Brain To Help Ease Anxiety,PsychCentral.com,"In a new study, researchers from the University of Connecticut looked athow rituals such as weddings, birthday parties, annual parades and the like...",positive,positive,positive
18/07/2020,Research suggests ritual relieves anxiety,The Wild Hunt,"Previous research on rituals has looked at their effectiveness on ritualbeing able to help individuals take control of events. In 2010, research byDamisch ...",positive,positive,positive
25/07/2020,"How rituals help athletes, and how they can help parents too",The Independent,"It was simply his special way of reminding himself in the moment to do hisbest. It was a ritual. Rituals ?? or the tasks we perform repeatedly, not forwhat ...",positive,positive,positive
25/07/2020,Prophet rapes girl during 'healing ritual',Chronicle,Prophet rapes girl during 'healing ritual'. 25 Jul ... one of his fingersinto her genitals before raping her under the guise of conducting cleansingrituals.,negative,negative,negative
25/07/2020,4 (Easy) Lunar Eclipse Rituals To Help You Manifest Your Dreams,StyleCaster,Read on for two fun rituals to help purify your space and energy. Smudge &Protect Full Moon Eclipse Ritual. 4 of 5. STYLECASTER | lunar eclipse ...,positive,positive,positive
01/08/2020,"On the Battle Lines in Portland, the 'Uprising' Looks Almost Like a Ritual",Unknown,"PORTLAND, ORE. ?? The two cops standing guard outside the Portland PoliceBureau look tired. It's the 54th consecutive night of the city's Black Lives...",negative,negative,negative
01/08/2020,The Ritual Abuse Problem - Scotland and the United States - First Online,Conference Due to ...,"PRNewswireEASTHAMPTON, Mass., July 30, 2020 /PRNewswire/ -- The 2020 Annual RitualAbuse and Mind Control Conference has been moved online for ...",negative,negative,negative
15/08/2020,Doing this daily Jewish ritual has helped me cope with coronavirus,Jewish Telegraphic Agency,"This story originally appeared on Kveller. On March 8, in a bustling andnoisy bagel shop in Lawrence, New York, I stood alongside nearly 30 women...",positive,positive,positive
29/08/2020,France's horses killed in mysterious ritual-like mutilations,Washington Post,"PARIS ?? Armed with knives, some knowledge of their prey and a large dose ofcruelty, attackers are going after horses and ponies in pastures across ...",negative,negative,negative
29/08/2020,'Ritual of Evil' Embraces the Satanism of Its Era,Film School Rejects,"""Against the background of a supernatural cult, a psychiatrist tries tofind the motive in a motiveless suicide."" Ritual Of Evil 1970. NBC.",negative,negative,negative
05/09/2020,France shocked by horrific ritual mutilation killings of horses,South China Morning Post,"in what may be ritual mutilations. Police are stymied by the macabreattacks that include slashings and worse. Most often, an ear ?? usually theright ...",negative,negative,negative
03/10/2020,Christian boy in Uganda feared killed by ritual sacrifice,Eternity News,"... Muslim ?? opposed to his father's conversion from Islam ?? sold him andhis sister to a witchdoctor for ritual sacrifice, sources told Morning StarNews.",negative,negative,negative
17/10/2020,Marriage or not? Rituals help dating couples decide relationship future,Science Daily,Rituals such as those centered around holidays and other celebrations playan important part in human relationships. When dating couples engage in ...,positive,positive,positive
17/10/2020,Boy with United Methodist ties dies in ritual killing,Unknown,"Photo by Kudzai Chingwe, UM News. The brutal murder of a 7-year-old boy ina suspected ritual killing has left United Methodists in Zimbabwe shocked...",negative,negative,negative
24/10/2020,North Korea detainees subjected to ritual torture and sexual assault ?? rights group,The Guardian,"North Korea detainees subjected to ritual torture and sexual assault ??rights group. Prisoners considered 'less than an animal' by regime,according to ...",negative,negative,negative
24/10/2020,"Disabled girl, 12, raped and beheaded in twisted 'black magic ritual' leaving locals terrified in India",The Irish Sun,"A DISABLED 12-year-old girl was raped and beheaded in what cops believe wasa ??black magic ritual??. Police in Gujarat, India, have arrested her ...",negative,negative,negative
24/10/2020,Llamas may have been buried alive in ritual sacrifice by the Incas,New Scientist,"Spanish people who came into contact with the Inca reported that theyregularly killed hundreds of llamas, either for feasts or for ritualsacrifices to ...",negative,negative,negative
07/11/2020,"In troubled times, a ritual walk can clear the mind and soothe the soul",The Guardian,"In troubled times, a ritual walk can clear the mind and soothe the soul. Apilgrimage is healing because it encourages you to savour the moment.",positive,positive,positive
07/11/2020,Holly Willoughby shares surprising morning ritual with fans on social media goodhousekeeping.com,Unknown,"The presenter posted a video of her morning ritual on Sunday (25 Oct),which showed a tea light beside a crystal stone and white sage incense.",positive,positive,positive
28/11/2020,Being the Christmas Day chef: a ritual to relish,Financial Times," From ceremonial banquets to dinner parties, feasts are important social andfamilial rituals. At our house, Christmas lunch is the most significant meal...",positive,positive,positive
12/12/2020,"Beneath a Full Moon, a Healing Ritual",The New York Times,"Beneath a Full Moon, a Healing Ritual. A recent textile work by DiedrickBrackens responds to a startling statistic about the ongoing AIDS epidemic.",positive,positive,negative
09/01/2021,2 Men Accused of Stealing Veterans's Skulls for Religious Ritual,Bay News 9,They said evidence at the scene indicated that the vandalism was part of aritual carried out by multiple people. They also recovered the cigars. DNA...,negative,negative,negative
16/01/2021,Japanese pray for end to pandemic in annual ice bath ritual at Tokyo shrine,Reuters,"Fewer participants at the Shinto ritual made the water extra cold,participant Naoaki Yamaguchi told Reuters. ??Normally we have moreparticipants and ...",positive,positive,negative
23/01/2021,Goat slaughter in suburban ritual sacrifice sparks investigation,Otago Daily Times,"The ritual slaughter earlier this summer in Clendon Park, South Auckland,triggered an Auckland Council investigation and official warning.",negative,negative,negative
27/03/2021,How To Take a Ritual Moon Bath and Bring Forth Your Wildest Dreams,Well+Good,"Moon baths are the perfect ritual to work with the lunar cycles and receivethe wisdom that can transpire when we embody the lunar energy."" Related ...",positive,positive,positive
10/04/2021,"Goodbye Ritual, Hello Korean Barbecue",Houstonia Magazine,"Goodbye Ritual, Hello Korean Barbecue. The Heights restaurant will closeits doors to make way for Mapojeong Galbijib. By Timothy Malcolm 3/31/2021...",positive,positive,positive
10/04/2021,"Morning Altars: Healing and Reconciliation Using Nature, Art and Ritual",Public Radio Tulsa,"His next book, ??Hello, Goodbye.: New Rituals for Times of Loss, Celebrationand Change?? will be published in autumn 2021. Images of his Morning ...",positive,positive,positive
17/04/2021,Alabama man charged with animal cruelty in Georgia white supremacist 'ritual sacrifice',al.com,The killing of a farm animal during what authorities have said was a??ritual sacrifice?? during a training camp in Georgia for a white supremacistgroup ...,negative,negative,negative
24/04/2021,Herbalist killed Nottingham woman during nicotine ritual,BBC News,"A man who killed a woman by giving her too much nicotine during a healingritual, causing her ""toxic trauma"", has been jailed. Lyndon Nindi travelled...",negative,negative,negative
01/05/2021,Eight charged in Ohio for fraternity initiation ritual death,CBS News,... ranging from felonies to misdemeanors in the hazing death of a20-year-old Bowling Green student following a fraternity initiation rituallast month.,negative,negative,negative
01/05/2021,"Belief, Ritual, and Healing: New England Spiritualism and Mexican-American",Spiritism Compared,"In this paper, I shall argue that ritual ""dramas of salvation"" are to befound in both ... nineteenth century; (2) to describe and analyze therituals found in.",positive,positive,positive
22/05/2021,"Ranch ritual brings family, friends together for yearly event",Gothenburg Leader,"February 12, 2021, was the first night check of the year for our familyhere at Smilin' Ranch, located southwest of Gothenburg. When I talk aboutnight ...",positive,positive,positive
29/05/2021,"Drone captures strange Australian ritual gone terribly, terribly wrong",DroneDJ,A drone captures a strange Australian ritual gone explosively wrong. A hoonis Australian slang for a reckless driver. A burnout is when a driver slams...,negative,negative,negative
12/06/2021,Italian nun slain by 3 teen girls in Satanic ritual beatified as martyr,Crux: Covering all things Catholic,"Hours before the beatification ceremony in northern Italy, Pope Francispraised Sister Maria Laura Mainetti and described her killers as ??prisonersof evil.",negative,negative,negative
10/07/2021,BAM offers healing ritual with 'What to Send Up When it Goes Down',Amsterdam News,"BAM, and Playwrights Horizons in association with The Movement TheatreCompany is bringing the healing! The audience is invited to be part of aritual ...",positive,positive,positive
10/07/2021,Ekiti cleric bags life imprisonment for killing worshipper for ritual,NIGERIAN TRIBUNE,"Ekiti cleric bags life imprisonment for killing worshipper for ritual.Latest News ?? By 'Yomi Ayeleso - Ado-Ekiti On Jul 1, 2021. An Ekiti StateHigh Court ...",negative,negative,negative
21/08/2021,"4-yr-old girl killed in ritual to 'cure' illness, say Assam police",Hindustan Times,Police in Assam have arrested two people for allegedly killing afour-year-old girl as part of a ritual on Sunday night at Sonari inCharaideo district of ...,negative,negative,negative
28/08/2021,"'Hail Satan': News channel mistakenly plays satanic ritual during live telecast, World News - WION",WION,"The whole clip of satanic ritual played only for a couple of seconds butwas caught by another media house. The man in the black robe can also beheard saying "" ...",negative,negative,negative
28/08/2021,Moscow Satanist Couple Accused of Ritual Killings - The Moscow Times,The Moscow Times,Russian investigators said Friday they are probing a Moscow couple who weremembers of a satanist sect over their involvement in at least two ritualmurders ...,negative,negative,negative
11/09/2021,Madhya Pradesh: Minor girls paraded naked in India 'rain ritual' - BBC News,BBC News,Locals believe the ritual will appease the rain god and bring rainfall tothe region. India's National Commission for Protection of Child Rights has...,negative,negative,positive
11/09/2021,Ghana Police arrest Okada rider who allegedly behead 13 yr old for ritual in Volta Region - BBC,BBC News,"Residents for Avehime claim say de young man allegedly kill de boy, cut offen head go give one prophetess for ritual money purpose according toresidents.",negative,negative,negative
18/09/2021,Mum and baby daughter found stabbed to death in shocking 'ritual killing' -,The Irish Sun,"The Irish SunA MUM has been found stabbed to death alongside her one-year-old daughterin an alleged ritual killing. Elizaveta Tsarevskaya, who lived in Russia ...",negative,negative,negative
25/09/2021,Grimsby doctor who nearly killed partner in 'exorcism' rituals jailed |,Crime | The Guardian,The GuardianHe performed more than 250 rituals and made dozens of recordings over afour-year period starting in 2016. Metwally was arrested after his partnerfell into a ...,negative,negative,negative
25/09/2021,How the Satanic Temple is using 'abortion rituals' to claim religious liberty against the Texas ...,The Conversation US,"How the Satanic Temple is using 'abortion rituals' to claim religiousliberty against the Texas' 'heartbeat bill'. September 22, 2021 8.58am EDT.Joseph P.",negative,negative,negative
23/10/2021,"Cotton On, Jay Jays slammed for 'satanic ritual abuse' T-shirts | Herald",Sun,Herald SunPopular clothing retailers Cotton On and Jay Jays have been forced to pullproducts that promoted ??satanic ritual abuse?? following a barrage of ...,negative,negative,negative
23/10/2021,Europe is in a muddle over ritual slaughter | The Economist,The Economist,"Trouble and knife. Europe is in a muddle over ritual slaughter. A patchworkof conflicting laws leaves Jews, Muslims and vegans confused ...",negative,negative,negative
30/10/2021,"Ritual Abuse, Hot Air, and Missed Opportunities - Science",Unknown,"The scientists already are heroes. Why are they so insistent on discountingthe positive portrayals? Ritual abuse. The third picture, from the movie ...",negative,negative,negative
30/10/2021,"Jamaican Pastor Accused of Bloody Killing Ritual, Killed in Deadly Police",Car Crash,Black EnterpriseA Jamaican pastor who was embroiled in a suspected ritual killing wheresome individuals were human sacrifices has died in a police car crash.,negative,negative,negative
30/10/2021,These 4 Spiritual Rituals Can Help You Become A More Successful,Entrepreneur - Forbes,"ForbesRituals can realign us with our true nature and make us more focused asentrepreneurs. Your rituals may look different, but I'd like to share a ...",positive,positive,positive
06/11/2021,Get Into The Spooky Spirit With These 7 Spells & Rituals For Halloween -,MindBodyGreen,MindBodyGreenHalloween is here and it's the perfect day to work some magic. We roundedup 7 simple spells and rituals to try if you're not sure where to start.,positive,positive,positive
06/11/2021,This New-Moon Ba??o Ritual Will Help You Level Up in Sex and Money - Yahoo,Yahoo,"So, on Nov. 4, have your new-moon ritual essentials ready and get all up inyour feelings and emotions. Here's a checklist you could refer to in ...",positive,positive,positive
13/11/2021,5 Simple Rituals To Harness The Powerful Energy Of 11/11 - MindBodyGreen,MindBodyGreen,"Whatever you decide to do come 11/11, do it with intention, as you may findyour intuition heightened??and your manifesting abilities that much ...",positive,positive,positive
13/11/2021,"In rural Spain, an ancient ritual brings a community together - The",Washington Post,"The Washington PostLa Vijanera, a winter solstice tradition, is bringing generations togetherin a depopulated village in rural Spain.",positive,positive,positive
13/11/2021,"Astroworld Festival Satanic Ritual Conspiracy Theories, Explained - Insider",Insider,"Numerous conspiracy theories baselessly claiming that Travis Scott'sAstroworld show was a ""satanic ritual"" have spread online.",negative,negative,negative
20/11/2021,Weight loss tips: The easy morning ritual that could help you lose weight |,Express.co.uk,"Daily ExpressWEIGHT LOSS isn't easy, but this easy morning ritual involving a lemoncould help you shed fat if you keep it up.",positive,positive,positive
20/11/2021,"13 Full Moon Rituals For Love, Release, Manifestation & More -",MindBodyGreen,MindBodyGreen13 rituals to try. ?? 1. Make moon water. ?? 2. Charge your crystals. ?? 3.Hold a full moon circle. ?? 4. Do an oracle or tarot card reading. ?? 5. Takea full ...,positive,positive,positive
20/11/2021,Ace Frehley of KISS Posts Astroworld Satanic Ritual Conspiracy Theory -,Insider,"InsiderKISS guitarist Paul Daniel ""Ace"" Frehley promoted a baseless conspiracytheory that the Astroworld tragedy was a satanic ritual after the claim ...",negative,negative,negative
20/11/2021,Black magic healer butchered bridegroom with axe when 'occult ritual to save his marriage ...,The Irish Sun,"A HUSBAND was brutally axed to death after an occult ritual to save hismarriage turned violent.Anton Shabanov, 33, an engineer from Russia, ...",negative,negative,negative
27/11/2021,"Did Elon Musk use human parts for money rituals?, By Festus Adedayo -",Premium Times,"Premium TimesA few years after, Baba Aladokun was embroiled in a criminal allegation ofhuman body parts ritual. The Police Criminal Investigation Department (CID)...",negative,negative,negative
27/11/2021,"Mater Dei locker room ritual left bloodied football player with brain injury, broken nose ...",Orange County Register,"??This is a hazing ritual that has a name, a name known by the players,??said Brian L. Williams, an attorney for Player 1.",negative,negative,negative
04/12/2021,7 suspected serial ritual killers arrested in Ogun State - Vanguard News,Vanguard News,"A member of a seven-man ritual killer syndicate, Lekan Oladipupo who iscurrently being investigated by operatives of the Ogun State Police ...",negative,negative,negative
04/12/2021,Police arrest serial ritual killer gang in Ogun | The Guardian Nigeria News,The Guardian Nigeria,"Ogun State Police Command has arrested a serial ritual killer syndicate,who reportedly killed and dismembered one Sunday Okosun at Agbara village...",negative,negative,negative
25/12/2021,Horrific 'Blood Eagle' Ritual by Vikings for Torture Could Have Actually,"Happened, Says Study",News18Researchers believe that one of the brutal rituals followed by the Nordicwarrior tribe might not be just a myth but rooted in anatomical ...,negative,negative,negative
25/12/2021,"Winter Solstice 2021??history, traditions, and a ritual to help you move forward ... - Woman & Home",Woman & Home,Scholars believe that these events are based on ancient pagan ritualsincluding the Roman Saturnalia and many more. RECOMMENDED VIDEOS FOR YOU...,positive,positive,neutral
01/01/2022,Yahoo boy on the run after allegedly killing girlfriend for money ritual -,Tribune Online,"Tribune Online... Elohor Oniorosa, for money ritual purposes. The suspect, NigerianTribune gathered, reportedly took to flight after committing the crime.",negative,negative,negative
01/01/2022,5 Simple Rituals To Help You Reflect On 2021 & Plan For 2022 -,MindBodyGreen,MindBodyGreen5 Reflective Rituals To Finish Out 2021 & Start The New Year Strong ?? 1.Make a vision board. ?? 2. Do a candle meditation. ?? 3. Clear your space (...,positive,positive,positive
08/01/2022,"Recharge Your Rituals, Recharge Yourself - Association for Talent",Development,Association for Talent DevelopmentRecharge Your Morning Ritual. It's hard to argue against the importance ofmorning rituals for setting the tone of the day and setting us up for ...,positive,positive,positive
08/01/2022,A New Moon Ritual To Help You Start 2022 With A Fresh Slate - MindBodyGreen,MindBodyGreen,"Even if winter isn't your favorite time of the year, this ritual can helpyou tap into the magic of the season and make your own light on dark ...",positive,positive,positive
08/01/2022,Three Teenagers Arrested In Bayelsa During Attempted Ritual Killing Of 13-year-old Girl ...,Sahara Reporters,"Subsequently, they took her to an apartment in the community, cut herfinger, and sprinkled the blood on a mirror for ritual purposes, the police...",negative,negative,negative
08/01/2022,Two teenagers caught trying to use 13-year-old girl for ritual (photos) -,PM News Nigeria,PM News NigeriaTwo teenagers were caught while attempting to use a 14-year-old girl formoney ritual purposes in Bayelsa State.,negative,negative,negative
15/01/2022,Ritual: Police nab suspected killer of 300-level UNIJOS student - Punch,Newspapers,"Punch Newspapers... has been arrested by the police for allegedly killing a 300-Levelstudent of the University of Jos, Jennifer Anthony, for ritual purposes.",negative,negative,negative
29/01/2022,Jordan Peterson on Joe Rogan show: Being trans is like 'satanic ritual abuse' - New York Post,New York Post,"Peterson, 59, described it as a ??sociological contagion,?? comparing it to??the satanic ritual abuse accusations that emerged in day cares in the ...",negative,negative,negative
05/02/2022,Human remains stolen from graves in possible Satanic ritual at Australian cemetery - CNN,CNN,"Police in Australia are investigating links to a ""satanic ritual"" afterhuman remains were stolen from a cemetery on two separate occasions, ...",negative,negative,negative
05/02/2022,Money Ritual Suspects Perform Rituals Through Facebook Page ?? What's,Trending ?? Arise News,Arise NewsSequel to the death of 17 year old Sofiat: 2 alledged suspects give detailsof how they carried out the vicious murder.,negative,negative,negative
05/02/2022,"ALL FOR MONEY: Rampaging teenage yahoo boys take over ritual killings, girls deploy ...",Vanguard News,"These are all incidences of rituals done by the now trending group ofoccultists known as 'yahoo plus', supposedly to make quick money.",negative,negative,negative
05/02/2022,Theft of human heads from Australian graves linked to 'satanic ritual' -,New York Post,New York PostThe theft of human heads in an Australian cemetery has been linked to asatanic ritual after a letter to the devil was found at a dug-up ...,negative,negative,negative
12/02/2022,Reps declare national emergency on ritual killings in Nigeria,Premium Times Nigeria,"The House noted that while citizens of other countries are embracingscience and technology, Nigerian youths are turning to ritual killings.",negative,negative,negative
19/02/2022,Daily Rituals Inspire a Happy Life??Learn How to Bring Them to Yours -,Camille Styles,"Camille StylesLike many people, the word ??ritual?? didn't become a consistent part of mypersonal vocabulary until much later in life.",positive,positive,positive
19/02/2022,Indonesia: Eleven taking part in local ritual drown in big waves on beach -,Sky News,Sky NewsThey were part of a group of 24 people from several villages who took partin the ritual in Indonesia's East Java province despite warnings to ...,negative,negative,negative
19/02/2022,High waves kill 10 during Indonesia beach ritual - Times of India,Times of India,Rest of World News: JAKARTA: At least 10 Indonesians died after tidal wavesswept away a group of people meditating on a beach during Sunday's ...,negative,negative,negative
19/02/2022,Eleven people taking part in a ritual on an Indonesian beach drowned after being swept into ...,Daily Mail,... beach in the Jember district of Indonesia after being dragged into thesea by large waves while taking part in a local ritual on Saturday.,negative,negative,negative
26/02/2022,"Ritual Killings: Blame parents, not Nollywood - NFVCB Boss - Premium Times",Nigeria,"Premium Times NigeriaNigeria's minister of information recently blamed Nollywood for featuringmoney rituals in some of its movies, saying this has ...",negative,negative,negative
05/03/2022,Deadly beach ritual in East Java exposes dark side of spiritual groups in,Indonesia - CNA,"CNAEleven people died when they were swept away by tidal waves during a ritualon a beach in Jember, East Java on Feb 13, 2022.",negative,negative,negative
12/03/2022,Nonprofit: Bag of animal heads linked to sacrifice ritual? | AP News,AP News,"... month appear to be related to some sort of religious animal sacrificeritual, the Rhode Island Society for the Prevention of Cruelty said Tuesday.",negative,negative,negative
19/03/2022,The ritual murder of Bamise Ayanwale | The Guardian Nigeria News,The Guardian Nigeria,... passengers who were forcefully taken into the bush in the Lekki axisand saved only by divine intervention from the hands of ritual killers.,negative,negative,negative
19/03/2022,Court release one of di suspects wey allegedly kill dia friend girlfriend for money ritual - BBC,BBC,One high court for Abeokuta don release one of di four suspects weyallegedly kill di girlfriend of dia friend for money ritual for Ogun state.,negative,negative,negative
09/04/2022,Anderson Cooper Says This Little Ritual Is Helping Sons Wyatt & Sebastian,Bond - SheKnows,"SheKnowsOn Wednesday's episode of ""The Late Show with Stephen Colbert,"" AndersonCooper said he and Wyatt light-heartedly make fun of Sebastian.",positive,positive,positive
09/04/2022,Confusion as Deacon dies while preaching against ritual killings in Ogun |,Dailytrust,DailytrustThere have been worrying cases of ritual killings in Ogun State and otherparts of the country. No less than three cases of killings for money rituals...,negative,negative,negative
09/04/2022,RAMADAN: Why ritual killings are on the increase in Nigeria ????,Ansar-ud-deen Society,"Vanguard News... the Ansar-ud-deen Society of Nigeria, a faith-based organisation, hascondemned the recent upsurge in ritual killings in the country.",negative,negative,negative
09/04/2022,Suspected Yahoo Boy dies after money rituals in Ogun - The Nation Newspaper,The Nation Newspaper,A suspected internet fraudster died shortly after he underwent moneyrituals in the Ado-Odo/Ota Local Government Area of Ogun State about threeweeks ...,negative,negative,negative
09/04/2022,Boon Lay slashing: 2 men charged over attack during wedding ritual; victim still in hospital,The Straits Times,"On Wednesday, the bride Yuroshini Josephine, 25, and groom Emmanuel Ravi,26, were in the midst of a wedding ritual at home when the groom received a...",negative,negative,positive
