Date,Headlines,Author,Tag Text,True_Label,Vader_Headlines_sentiment_score,Vader_Headlines_compound_score,Vader_Tag Text_sentiment_score,Vader_Tag Text_compound_score,Vader_Headlines_Predicted_Label,Vader_Tag Text_Predicted_Label
22/09/2018,Millions of Shi'ites express suffering in Ashura ritual in Iraq,Reuters,"KERBALA, Iraq (Reuters) - Millions of Shi'ites Muslims gathered at shrinesand mosques in Kerbala and other parts of Iraq on Thursday to mark the ...",negative,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,negative,positive
29/09/2018,6 Harvest Moon 2018 Rituals To Harness The Energy Of The September Full,Moon,"BustleIf you're looking to harness the energy of the full moon to reap everythingyou've sowed, practicing some September 2018 harvest moon rituals can ...",positive,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.2732,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.2732}",0.2732,positive,positive
13/10/2018,6 October 2018 New Moon Rituals To Help You Manifest Some Positive Change,Bustle,"Before any ritual, you'll want to prepare a sacred space in whatever wayfeels best for you. If you want to do cast a more traditional,Wiccan-inspired ...",positive,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.743}",0.743,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7003}",0.7003,positive,positive
13/10/2018,Horrible Ritual,Jewish Week,"For the first time last week, I visited an outdoor place that does kaparotwith chickens. [Kaparot is a traditional pre-Yom Kippur ritual where a live...",negative,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,negative,positive
20/10/2018,Human Sacrifice: Why the Aztecs Practiced This Gory Ritual,History,"When the Spanish conquistador Hern??n Cort??s and his men arrived in theAztec capital of Tenochtitl??n in 1521, they described witnessing a grisly...",negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
20/10/2018,Sex-mad devil worshippers murder four people in gruesome ritual after becoming convinced ...,The Sun,"DEVIL worshippers slaughtered four people in bizarre rituals believing thesacrifices would give them the powers to pull women, cops claim.",negative,"{'neg': 0.403, 'neu': 0.398, 'pos': 0.199, 'compound': -0.765}",-0.765,"{'neg': 0.283, 'neu': 0.648, 'pos': 0.069, 'compound': -0.7672}",-0.7672,negative,negative
20/10/2018,"Ritual killings or ritual elections, here we continue to privilege form over substance",The East African (press release) (blog),"Muhammadu Buhari, President of Nigeria, will contest in next year'selections despite not being in the best of health. His performance has been...",negative,"{'neg': 0.25, 'neu': 0.611, 'pos': 0.139, 'compound': -0.4588}",-0.4588,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6369}",0.6369,negative,positive
03/11/2018,"The Secret DJ: ""The ritual of preparation helps to rebuild shattered confidence""",Mixmag,"I've been a DJ a long time, at a medium level. Recently, after 20-somethingyears, I've found I'm having panics and making cock-ups, and I'm not ...",positive,"{'neg': 0.172, 'neu': 0.5, 'pos': 0.328, 'compound': 0.4215}",0.4215,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.4404}",-0.4404,positive,negative
03/11/2018,2 Florida girls planned school knife attack as part of ritual to worship,Satan,"WTSP.comPolice arrested two Bartow Middle School girls accused of plotting toattack and kill their classmates. They too, investigators say, were doing itas part ...",negative,"{'neg': 0.19, 'neu': 0.675, 'pos': 0.135, 'compound': -0.2263}",-0.2263,"{'neg': 0.323, 'neu': 0.677, 'pos': 0.0, 'compound': -0.875}",-0.875,negative,negative
17/11/2018,Bodies of students who drowned taking selfies recovered 'after ritual',Nairobi News,Bodies of two college students who drowned in river Yala on Saturday afteran accident during a photo-shoot have finally been recovered. The body of...,negative,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.5994}",-0.5994,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.7906}",-0.7906,negative,negative
17/11/2018,Wife murders 'abusive' husband in perverted black magic ritual,Mirror.co.uk,"A woman who was sick of her lawyer boyfriend's violent behaviour murderedhim after he begged her to tie him up in a perverted black magic ritual, ...",negative,"{'neg': 0.661, 'neu': 0.339, 'pos': 0.0, 'compound': -0.9136}",-0.9136,"{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.8934}",-0.8934,negative,negative
17/11/2018,The 15-minute daily ritual that drastically improved my confidence,Business Insider,I started making time to review every day in an attempt to make it easierfor me to stick to the goals I'd set. The experiment had an unintended ...,positive,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.7506}",0.7506,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
17/11/2018,"ICYMI: I killed my mother, slept with her corpse for money ritual ?? Suspect",The Punch,"An 18-year-old man, Samuel Akpobome, who was arrested by the police in EdoState for allegedly killing his mother for money rituals, has explained ...",negative,"{'neg': 0.494, 'neu': 0.506, 'pos': 0.0, 'compound': -0.8948}",-0.8948,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.8176}",-0.8176,negative,negative
24/11/2018,"Gaza's fatal ritual: relentless protests, steady casualties",ABC News,"Atalla Fayoumi hobbles on crutches across the flat, sunbaked plain nearIsrael's border fence in the Gaza Strip, gazing toward plumes of smokerising ...",negative,"{'neg': 0.509, 'neu': 0.377, 'pos': 0.113, 'compound': -0.6369}",-0.6369,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,negative,positive
01/12/2018,Police arrest 6 after a teenage boy died in an adulthood initiation ritual in Kenya,CNN,"Days after returning from the trip and recovering from a circumcision thatis part of the ritual, Kanyonyo was found dead by his sister at their homein ...",negative,"{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.7184}",-0.7184,"{'neg': 0.142, 'neu': 0.858, 'pos': 0.0, 'compound': -0.6486}",-0.6486,negative,negative
08/12/2018,money ritual killings in Nigeria,Pulse Nigeria,Conversations around money rituals and yahoo-yahoo have been rife over thepast few days with arguments on how best to shelve the killings.,negative,"{'neg': 0.529, 'neu': 0.471, 'pos': 0.0, 'compound': -0.6705}",-0.6705,"{'neg': 0.237, 'neu': 0.625, 'pos': 0.138, 'compound': -0.4588}",-0.4588,negative,negative
22/12/2018,My husband subjects me to marathon sex for ritual ?? Wife tells court,Daily Post Nigeria,"The President of a Mapo Customary Court in Ibadan, Chief Ademola Odunadeon,Wednesday dissolved a three-year-old marriage between ...",negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
22/12/2018,10-year-old girl undergoes genital mutilation during ritual in Sierra,"Leone, dies",Hindustan TimesThe ritual typically involves the partial or total removal of the femalegenitalia and can cause serious health problems. The last reported death inSierra ...,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.264, 'neu': 0.736, 'pos': 0.0, 'compound': -0.7845}",-0.7845,positive,negative
22/12/2018,"My husband subjects me to marathon sex for ritual, woman tells court",Vanguard,??He also told my relatives that I lied against him and that I must retractthe statement of which I accused him of trying to use me for ritual. ??Worststill ...,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.6966}",-0.6966,positive,negative
29/12/2018,A Ritual for the Cancer Full Moon to Warm Your Heart,Unknown,What a way to ring in the holidays! December 22nd's full cold moon inheartfelt Cancer??the second full moon in this nurturing sign this year??isalso ...,positive,"{'neg': 0.238, 'neu': 0.432, 'pos': 0.33, 'compound': 0.1779}",0.1779,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.8101}",0.8101,positive,positive
29/12/2018,"Ondo under siege of kidnappers, ritual killers",Premium Times,"Ondo State, hitherto known for its tranquil and peaceful environments, isnow a hellhole for travellers and residents alike, many of whom have been...",negative,"{'neg': 0.417, 'neu': 0.583, 'pos': 0.0, 'compound': -0.6486}",-0.6486,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.5267}",0.5267,negative,positive
29/12/2018,Man arrested after boy dies during circumcision ritual,The Punch,"A 66-year-old man has been arrested in connection with the death of a2-year-old boy as a result of a circumcision ritual in the town ofMonterotondo, ...",negative,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}",-0.4767,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.7906}",-0.7906,negative,negative
05/01/2019,The Japanese New Year's ritual that's making a comeback,euronews,The 'Namahage' folk ritual was added to UNESCO's cultural heritage list in2018. The tradition in northern Japan has recently been revived after a ...,positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
05/01/2019,Start your New Year right with these simple rituals,Quartz,"Many people spend New Year's Eve surrounded by lots of people, drinking andcheering and anxiously anticipating the stroke of midnight.",positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.2263}",-0.2263,positive,negative
12/01/2019,Lightning strikes and kills ritual performers on a hill,Independent Online,Johannesburg - Two people walking up a hill to perform a traditional ritualdied when they were hit by lightning during a severe storm in Joburg on ...,negative,"{'neg': 0.462, 'neu': 0.538, 'pos': 0.0, 'compound': -0.7184}",-0.7184,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3818}",-0.3818,negative,negative
19/01/2019,Japanese plunge into ice bath at Tokyo shrine in purification ritual for,New Year,"Telegraph.co.ukThis annual ritual, in its 64th year this time, was held under cloudy skieswith temperature nearing five degree Celsius. The Shinto event is usuallyheld ...",positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
26/01/2019,Indian girls forced into sex work despite ritual ban,The Straits Times,"Laws banning the practice are poorly implemented and the rituals are nowbeing done secretly, said the devadasi reports, published by the National...",negative,"{'neg': 0.232, 'neu': 0.542, 'pos': 0.226, 'compound': -0.0196}",-0.0196,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,negative,positive
26/01/2019,How we sneak into female hostels to steal pants for money ritual,Vanguard,"In the last couple of months, stealing of panties for ritual purposes hasgradually replaced killing of humans and harvesting of human parts whichused ...",negative,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4939}",-0.4939,"{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.8442}",-0.8442,negative,negative
26/01/2019,Uttar Pradesh: Newborn baby buried alive as part of occult ritual to 'save' other family members,Times Now,"Lucknow: In a bizarre incident reported from Shahjahanpur, a newborn wasburied alive during occult rituals. The incident happened on Friday.",negative,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.7003}",0.7003,"{'neg': 0.1, 'neu': 0.786, 'pos': 0.114, 'compound': 0.0772}",0.0772,positive,positive
02/02/2019,In God's name: Indian girls forced into sex work despite ritual ban,Unknown,In God's name: Indian girls forced into sex work despite ritual ban. Thepractice of dedicating young girls to the service of a deity began inancient India ...,negative,"{'neg': 0.188, 'neu': 0.628, 'pos': 0.184, 'compound': -0.0196}",-0.0196,"{'neg': 0.097, 'neu': 0.808, 'pos': 0.095, 'compound': -0.0196}",-0.0196,negative,negative
02/02/2019,"Ritual killing: Bodies of 10 children found with missing limbs, teeth",The Standard,"Ritual killing: Bodies of 10 children found with missing limbs, teeth ...The incident has been linked to ritual killings rife in East Africa, wherebody parts ...",negative,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.765}",-0.765,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.9022}",-0.9022,negative,negative
02/02/2019,"British woman stripped, stabbed and scalped in 'ritual shaming'",NEWS.com.au,A British beauty was stabbed and had her hair hacked off in a ??ritualshaming?? by a gypsy gang who wrongly accused her of having an affair with a...,negative,"{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.4404}",-0.4404,"{'neg': 0.24, 'neu': 0.656, 'pos': 0.104, 'compound': -0.6072}",-0.6072,negative,negative
23/02/2019,Ritual murder hits Pokuase Mayera,GhanaWeb,The body of a child believed to be 7 years of age has been discoveredfloating on a river at Mayera ?? Pokuase in the Ga North Municipality of the...,negative,"{'neg': 0.54, 'neu': 0.46, 'pos': 0.0, 'compound': -0.6908}",-0.6908,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,negative,positive
23/02/2019,Give me some skin: A nighttime ritual to bond parent and child,CNN,"Go Ask Your Dad is parenting advice with a philosophical bent as one dadexplores what we want out of life, for ourselves and our children, through...",positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.0772}",0.0772,positive,positive
16/03/2019,Mystery infections traced to blood-shedding religious ritual,Religion News Service,"But then investigators learned they had participated in blood-sheddingreligious rituals ?? cutting or whipping themselves ?? in Iraq, Pakistan,India ...",negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.4039}",-0.4039,positive,negative
16/03/2019,Hundreds of children and llamas sacrificed in a ritual event in 15th century Peru,Science Daily,"A mass sacrifice at a 15th century archaeological site in Peru saw theritual killing of over 140 children and over 200 llamas, according to astudy ...",negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.6597}",-0.6597,positive,negative
16/03/2019,Mysterious Outbreak Of Virus Linked To Gruesome Religious Ritual,IFLScience,All of the men appeared to have acquired the blood-borne virus separatelythrough a religious ritual that involves inflicting wounds on oneself using...,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
16/03/2019,"Schoolgirl, 17, raped and had face SKINNED in 'ritual' killing as she walked to church in the ...",The Sun,"A TEENAGER was found dead this morning after being raped and having herface SKINNED. Christine Silawan, 17, was walking to church yesterday ...",negative,"{'neg': 0.36, 'neu': 0.64, 'pos': 0.0, 'compound': -0.875}",-0.875,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.872}",-0.872,negative,negative
23/03/2019,2 suspected ritual killers burnt to death in Liberia,African Daily Voice (press release),"Addis Ababa, Ethiopia (ADV) ?? Police in Liberia are investigating thelynching of two persons to death, for allegedly possessing human skulls,sources ...",negative,"{'neg': 0.627, 'neu': 0.373, 'pos': 0.0, 'compound': -0.8779}",-0.8779,"{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.644}",-0.644,negative,negative
30/03/2019,Watch this dog's adorable nightly ritual,Mashable,"The ""ritual"" started with Bentley bringing his puppy blanket to bed, and itthen escalated to different toys from there. An especially good moment inthe ...",positive,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}",0.4939,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.4927}",0.4927,positive,positive
30/03/2019,"Woman, 22, killed lover in sex game then dismembered body 'in ritual'",Mirror.co.uk,"WARNING: CONTAINS GRAPHIC DETAILS Anastasia Beloshapkina has been lockedbehind bars for 10 years over the death of Dmitry Sinkevich, ...",negative,"{'neg': 0.246, 'neu': 0.546, 'pos': 0.208, 'compound': -0.1779}",-0.1779,"{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.7925}",-0.7925,negative,negative
13/04/2019,3 Rituals For Taurus Season 2019 To Help You Soak In The Self-Care Vibes,Bustle,Busting out your magical tools and planning some rituals for Taurus season2019 is a perfect witchy step to connecting with the sun sign's shift in ...,positive,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}",0.4019,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.5719}",0.5719,positive,positive
20/04/2019,Pope celebrates Holy Thursday ahead of foot-washing ritual,The Public's Radio,VATICAN CITY (AP) ?? Pope Francis ushered in the most solemn period in theCatholic liturgical calendar by celebrating a Holy Thursday Mass and ...,positive,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.5719,"{'neg': 0.058, 'neu': 0.796, 'pos': 0.147, 'compound': 0.5372}",0.5372,positive,positive
20/04/2019,Iron Age skeletons may have been the victims of ritual human sacrifice,Telegraph.co.uk,"Previous studies have shown that Iron Age communities sometimes carried outritual burials in pits, often exhuming the dead in later years.",negative,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3182}",-0.3182,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.6486}",-0.6486,negative,negative
27/04/2019,"Woman arrested for terrifying, superstitious ritual before boarding plane",FM104 Newsroom,"The ritual, which is believed to ensure a safe flight, involves throwingcoins at an engine for 'good luck,' when really, the thoughts of anyonethrowing ...",negative,"{'neg': 0.493, 'neu': 0.507, 'pos': 0.0, 'compound': -0.7783}",-0.7783,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.886}",0.886,negative,positive
27/04/2019,Parents of boy assaulted in hazing ritual allege teachers were 'deliberately indifferent',New York Post,The parents of a city student whose butt was branded in a Junior ROTChazing ritual charge his teachers knew about the brutal tradition and did...,negative,"{'neg': 0.342, 'neu': 0.658, 'pos': 0.0, 'compound': -0.6369}",-0.6369,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.6249}",-0.6249,negative,negative
04/05/2019,Father is caught performing touching 'heartbeat ritual' with his months-old daughter as she ...,Daily Mail,An adorable video has gone viral showing a father sharing a 'heartbeatritual' with his infant daughter as she recovers from a rare polio-likeillness.,positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7184}",0.7184,positive,positive
22/06/2019,Summer Solstice Rituals To Help You Make The Most Of The Longest Day Of The,Year,"Refinery29Whatever your beliefs, take a moment to meditate on the history and meaningof this day. That could mean a prayer, a ritual, or even a Bible reading.",positive,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",0.4019,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
22/06/2019,Body & Soul: the rituals of Ireland's summer solstice celebration,Irish Times,"The festival feels like a truly contemporary creative expression that isrooted in, and guided by, Celtic rituals. With this guiding ethos it'slittle surprise ...",positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.9118}",0.9118,positive,positive
20/07/2019,Thai schoolboy dies after violent hazing ritual,Eyewitness News,"Rituals referred to collectively as SOTUS - Seniority, Order, Tradition,Unity, Spirit - are commonplace in universities, vocational schools, highschools, ...",negative,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.5994}",-0.5994,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.1779}",0.1779,negative,positive
27/07/2019,Jewish center sued over controversial chicken-killing ritual,Los Angeles Times,"On a September day last year, between the Jewish High Holy Days of RoshHashanah and Yom Kippur, a group of worshipers gathered in a parking ...",negative,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2023}",-0.2023,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.2263}",0.2263,negative,positive
03/08/2019,5 New Moon In Leo Rituals To Do On July 31st To Call In Your Soulmate,YourTango,"To help you, here are 5 new moon rituals you can do on July 31st tomanifest a once-in-a-lifetime kind of romance, all thanks to astrology.",positive,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.5994}",0.5994,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.9001}",0.9001,positive,positive
10/08/2019,Incoming: A Horrific And Specifically American Ritual,BuzzFeed News,"Reporter Brianna Sacks spent time with Rodriguez's family as they endurethe horrific and specifically American ritual, mourning their dead andtrying ...",negative,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.6597}",-0.6597,"{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.9118}",-0.9118,negative,negative
24/08/2019,Prince Harry's Bedtime Ritual With Baby Archie Is Super Adorable,Showbiz Cheat Sheet,"But staff or not, word has it that Prince Harry is such an involved fatherthat he isn't afraid to get his hands dirty. He even has a special bedtimeritual ...",positive,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7964}",0.7964,"{'neg': 0.109, 'neu': 0.791, 'pos': 0.1, 'compound': -0.0772}",-0.0772,positive,negative
31/08/2019,"The Perfect Candle Scent For A Full Moon Ritual, By Zodiac Sign",YourTango,"Just before a Full Moon, you can feel the surge of energy building uparound you. The tension, excitement, and uncertainty you feel isn't your ...",positive,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}",0.5719,"{'neg': 0.152, 'neu': 0.677, 'pos': 0.171, 'compound': 0.1531}",0.1531,positive,positive
31/08/2019,A Ritual to Remove Curses We Place On Ourselves,Patheos (blog),"In a recent private conversation, a friend mentioned that they once wishedsomething would go away forever ?? and it did. That was then ?? this is now.",positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.6322}",0.6322,positive,positive
14/09/2019,Devout Muslims slice open their heads with swords during Ashura festival ritual,Mirror.co.uk,WARNING GRAPHIC IMAGES: Thousands of Shia worshippers marked the Ashurafestival by cutting themselves in memory of the Prophet ...,negative,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}",0.4939,"{'neg': 0.207, 'neu': 0.713, 'pos': 0.08, 'compound': -0.4278}",-0.4278,positive,negative
14/09/2019,Dozens killed after stampede at Ashura ritual in Iraq,The Independent,At least 31 people have been killed and 100 injured in a stampede duringthe Shia Muslim religious rituals of Ashura in Iraq's holy city of Kerbala.,negative,"{'neg': 0.51, 'neu': 0.49, 'pos': 0.0, 'compound': -0.8074}",-0.8074,"{'neg': 0.303, 'neu': 0.697, 'pos': 0.0, 'compound': -0.875}",-0.875,negative,negative
21/09/2019,6 Ways to Perfect Your Morning Ritual,Thrive Global,"Some elements of a useful morning ritual are described below. These can beadapted or added to suit your own rhythm or taste. However, don't let a ...",positive,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4404}",0.4404,positive,positive
28/09/2019,The unexpected Jewish ritual that helps me relax,Jewish Telegraphic Agency,"This story originally appeared on Kveller. On a recent evening the housewas quiet, except for our neighbor's construction workers sweeping graveloff ...",positive,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.6705}",0.6705,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
28/09/2019,Jerry Moore: A cherished ritual will warm hearts in cold season,NNY360,"As we tightly cling to what little is left of summer (the autumnal equinoxbegins Monday at 3:50 a.m.), I'm reluctant to use the word ??holiday.??.",positive,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.8591}",0.8591,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.4515}",-0.4515,positive,negative
19/10/2019,'Rituals can help with the loss of a baby',Independent.ie,"It was when she went back to college - completing a Master's degree inMythology, Ritual and Jungian studies from the Pacifica Graduate Institute...",positive,"{'neg': 0.192, 'neu': 0.583, 'pos': 0.225, 'compound': 0.1027}",0.1027,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
02/11/2019,basics: How instituting a nightly reading ritual has become my favorite stress reliever,Unknown,Reading as a part of your bedtime ritual can help signal to your body thatit is time to go to sleep. Luis Alvarez / Getty Images. Read any good books...,positive,"{'neg': 0.153, 'neu': 0.546, 'pos': 0.301, 'compound': 0.4019}",0.4019,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6808}",0.6808,positive,positive
30/11/2019,"'Friendsgiving' Shows Resilience of Thanksgiving Ritual, Says Religious",Studies Prof,"Davidson NewsOn Sunday, Nov. 24, Anne Wills, professor of Religious Studies, appeared on??Under the Radar with Callie Crossley,?? a weekly talk show produced by ...",positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
07/12/2019,Little boy died in violent ritual to 'drive out demons' say Russian police 7NEWS.com.au,Unknown,"A nine-year-old boy was killed in a violent ritual to 'drive out demons' bya religious sect, say police. A gag was put in the child David's mouth totop ...",negative,"{'neg': 0.376, 'neu': 0.624, 'pos': 0.0, 'compound': -0.8032}",-0.8032,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.8957}",-0.8957,negative,negative
14/12/2019,Horrific aftermath from world's biggest ritual animal slaughter in Nepal,Mirror.co.uk,A buffalo's head lies rotting on the ground in the aftermath of the world'sbiggest ritual animal slaughter. Thousands are hacked to death with machetes...,negative,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.6597}",-0.6597,"{'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.8555}",-0.8555,negative,negative
21/12/2019,S.African woman doctor fights deadly circumcision ritual,Yahoo News,"Port Elizabeth (South Africa) (AFP) - She has endured decades ofvilification and professional isolation, but at the age of 72, Doctor Mamisa...",negative,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}",-0.4019,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.2144}",-0.2144,negative,negative
21/12/2019,"Nightmare at Xavier College: New claims of abuse, ritual humiliation",The Age,"Physically small and a long way from his parents' farm, Albert* was doinghis best to fit in during his first year as a boarder at Xavier College'sBurke ...",negative,"{'neg': 0.497, 'neu': 0.503, 'pos': 0.0, 'compound': -0.836}",-0.836,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.7717}",0.7717,negative,positive
28/12/2019,"A Christmas ritual of Greek cookies, drama, and little guys with an old hand mixer | Maria Panaritis",The Philadelphia Inquirer,It's a Christmas ritual that is the closest thing to childbirth: Making 10restaurant-size trays of elaborate Greek holiday cookies while juggling afull-time ...,positive,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4939}",0.4939,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}",0.4019,positive,positive
